#start,A Run Down Hutt,,,,
7/06/18,10:11:21,132,-43.489889,171.537634,1802.69
7/06/18,10:11:22,156,-43.489887,171.537676,1800.69
7/06/18,10:11:23,154,-43.489887,171.537725,1799.49
7/06/18,10:11:24,151,-43.489887,171.537781,1798.86
7/06/18,10:11:25,146,-43.489888,171.537839,1798.46
7/06/18,10:11:26,139,-43.489891,171.537902,1798.06
7/06/18,10:11:27,141,-43.4899,171.537965,1797.86
7/06/18,10:11:28,149,-43.489918,171.538034,1797.46
7/06/18,10:11:29,154,-43.489943,171.538119,1796.66
7/06/18,10:11:30,149,-43.489974,171.538216,1795.86
7/06/18,10:11:31,146,-43.49002,171.538312,1794.96
7/06/18,10:11:32,142,-43.490092,171.538402,1793.66
7/06/18,10:11:33,138,-43.490174,171.538484,1792.66
7/06/18,10:11:34,140,-43.490257,171.538549,1791.66
7/06/18,10:11:35,140,-43.490347,171.538617,1790.36
7/06/18,10:11:36,141,-43.490422,171.538718,1789.46
7/06/18,10:11:37,142,-43.490499,171.538846,1788.56
7/06/18,10:11:38,145,-43.490568,171.538982,1787.76
7/06/18,10:11:39,146,-43.490673,171.53911,1786.36
7/06/18,10:11:40,146,-43.490762,171.539256,1784.96
7/06/18,10:11:41,147,-43.490817,171.539414,1783.86
7/06/18,10:11:42,146,-43.490853,171.539578,1782.96
7/06/18,10:11:43,147,-43.490884,171.539743,1781.26
7/06/18,10:11:44,147,-43.490917,171.539888,1780.16
7/06/18,10:11:45,148,-43.49096,171.540017,1778.96
7/06/18,10:11:46,148,-43.491022,171.540128,1777.06
7/06/18,10:11:47,149,-43.491067,171.540235,1775.46
7/06/18,10:11:48,149,-43.491127,171.540323,1773.96
7/06/18,10:11:49,147,-43.491204,171.54039,1772.36
7/06/18,10:11:50,147,-43.491269,171.540443,1770.36
7/06/18,10:11:51,146,-43.491357,171.540456,1768.96
7/06/18,10:11:52,148,-43.491467,171.540414,1767.16
7/06/18,10:11:53,147,-43.491599,171.540376,1764.36
7/06/18,10:11:54,147,-43.49173,171.540382,1762.66
7/06/18,10:11:55,148,-43.49185,171.540425,1760.86
7/06/18,10:11:56,148,-43.491957,171.540442,1758.86
7/06/18,10:11:57,149,-43.492061,171.540426,1756.46
7/06/18,10:11:58,150,-43.492161,171.540405,1754.46
7/06/18,10:11:59,151,-43.492269,171.540366,1752.36
7/06/18,10:12:00,150,-43.492389,171.540314,1748.96
7/06/18,10:12:01,149,-43.492509,171.54032,1746.96
7/06/18,10:12:02,148,-43.492623,171.540307,1744.96
7/06/18,10:12:03,147,-43.492749,171.540301,1742.16
7/06/18,10:12:04,145,-43.492876,171.540312,1739.86
7/06/18,10:12:05,145,-43.492993,171.540343,1737.36
7/06/18,10:12:06,146,-43.493101,171.540397,1735.76
7/06/18,10:12:07,145,-43.49321,171.540421,1733.96
7/06/18,10:12:08,147,-43.493328,171.540394,1730.46
7/06/18,10:12:09,148,-43.493458,171.540373,1726.76
7/06/18,10:12:10,148,-43.493562,171.540378,1724.46
7/06/18,10:12:11,149,-43.493668,171.540375,1721.06
7/06/18,10:12:12,149,-43.493766,171.540379,1718.56
7/06/18,10:12:13,151,-43.493871,171.54039,1715.76
7/06/18,10:12:14,152,-43.493968,171.540428,1711.96
7/06/18,10:12:15,150,-43.494051,171.5405,1709.26
7/06/18,10:12:16,148,-43.494131,171.540566,1706.76
7/06/18,10:12:17,146,-43.494217,171.540586,1704.46
#start,Second Run,,,,
7/06/18,10:12:18,132,-43.494287,171.540589,1701.16
7/06/18,10:12:19,156,-43.494361,171.540589,1698.56
7/06/18,10:12:20,154,-43.494442,171.540561,1696.26
7/06/18,10:12:21,151,-43.494509,171.540467,1692.66
7/06/18,10:12:22,146,-43.494576,171.540404,1689.66
7/06/18,10:12:23,139,-43.494629,171.540357,1686.86
7/06/18,10:12:24,141,-43.494662,171.540294,1684.06
7/06/18,10:12:25,149,-43.494677,171.540235,1681.02
7/06/18,10:12:26,154,-43.494683,171.540182,1678.92
7/06/18,10:12:27,149,-43.494708,171.540129,1676.32
7/06/18,10:12:28,146,-43.494749,171.540083,1673.22
7/06/18,10:12:29,142,-43.494794,171.540025,1670.22
7/06/18,10:12:30,138,-43.494817,171.539964,1666.82
7/06/18,10:12:31,140,-43.494839,171.53992,1664.02
#start,Rest of second run,140,,,
7/06/18,10:12:32,141,-43.494858,171.539879,1661.32
7/06/18,10:12:33,142,-43.494879,171.539858,1658.52
7/06/18,10:12:34,145,-43.494894,171.539857,1654.72
7/06/18,10:12:35,146,-43.494909,171.539869,1651.62
7/06/18,10:12:36,146,-43.494934,171.539876,1648.32
7/06/18,10:12:37,147,-43.494953,171.539881,1645.12
7/06/18,10:12:38,146,-43.494976,171.53989,1641.52
7/06/18,10:12:40,147,-43.495007,171.539897,1634.82
7/06/18,10:12:41,147,-43.49502,171.5399,1631.92
7/06/18,10:12:42,148,-43.495035,171.539906,1629.12
7/06/18,10:12:43,148,-43.495055,171.539914,1626.62
7/06/18,10:12:44,149,-43.495074,171.539924,1623.72
7/06/18,10:12:45,149,-43.495087,171.53993,1621.02
7/06/18,10:12:46,147,-43.495098,171.539937,1618.52
7/06/18,10:12:47,147,-43.495107,171.539945,1615.82
7/06/18,10:12:48,146,-43.495115,171.539954,1612.92
7/06/18,10:12:49,148,-43.495129,171.539961,1610.92
7/06/18,10:12:50,147,-43.495145,171.539969,1609.02
7/06/18,10:12:51,147,-43.495162,171.539982,1607.32
7/06/18,10:12:52,148,-43.495184,171.539991,1606.22
7/06/18,10:12:53,148,-43.495196,171.539997,1605.62
7/06/18,10:12:54,149,-43.495196,171.539997,1605.62
#start,Walk in the mountains,,,,
12/04/15,22:11:18,141,30.249804,-97.82053,199.6
12/04/15,22:22:10,141,30.2487,-97.820208,208.3
12/04/15,22:30:38,138,30.248519,-97.819302,221.2
12/04/15,22:31:11,139,30.248078,-97.818726,222.7
12/04/15,22:33:40,138,30.247373,-97.817461,218.8
12/04/15,22:34:17,141,30.246768,-97.817091,220.3
12/04/15,22:34:48,141,30.246259,-97.817606,218.8
12/04/15,22:36:48,135,30.246036,-97.818323,219.3
#start,Walk in the city,,,,
17/04/15,12:38:16,134,30.251293,-97.81834,180.9
17/04/15,12:48:09,137,30.2521,-97.81479,168.8
17/04/15,13:00:49,138,30.248461,-97.813208,162.6
17/04/15,13:10:21,139,30.245892,-97.812041,160.7
17/04/15,13:12:55,137,30.243167,-97.811179,160.7
17/04/15,13:21:09,135,30.240497,-97.811548,160.7
17/04/15,13:28:20,134,30.238088,-97.811463,169.8
17/04/15,13:47:05,133,30.23684,-97.813708,178.9
