#start,,,,,,
7/06/18,10:02:16,,171.540063,-43.495349,1537.07,
7/06/18,10:02:17,,171.539924,-43.495271,1622.57,
7/06/18,10:02:17,,171.539906,-43.495266,1634.77,
7/06/18,10:02:19,,171.539865,-43.495255,1641.47,
7/06/18,10:02:20,,171.539882,-43.495248,1635.57,
7/06/18,10:02:21,,171.539889,-43.495228,1635.27,
7/06/18,10:02:22,,171.539894,-43.495209,1634.97,
7/06/18,10:02:23,,171.53988,-43.495204,1636.77,
7/06/18,10:02:24,,171.53988,-43.495204,1636.77,
7/06/18,10:02:25,,171.53988,-43.495204,1636.77,
7/06/18,10:02:26,,171.53988,-43.495204,1636.77,
7/06/18,10:02:27,,171.53988,-43.495204,1636.77,
7/06/18,10:02:28,,171.53988,-43.495204,1636.77,
7/06/18,10:02:29,,171.53988,-43.495204,1636.77,
7/06/18,10:02:30,,171.53988,-43.495204,1636.77,
7/06/18,10:02:31,,171.53988,-43.495204,1636.77,
7/06/18,10:02:32,,171.53988,-43.495204,1636.77,
7/06/18,10:02:33,,171.53988,-43.495204,1636.77,
7/06/18,10:02:34,,171.53988,-43.495204,1636.77,
7/06/18,10:02:35,,171.539872,-43.495198,1635.07,
7/06/18,10:02:36,,171.53986,-43.49519,1634.37,
7/06/18,10:02:37,,171.539848,-43.495186,1633.47,
7/06/18,10:02:38,,171.539848,-43.495186,1633.47,
7/06/18,10:02:39,,171.539848,-43.495186,1633.47,
7/06/18,10:02:40,,171.539848,-43.495186,1633.47,
7/06/18,10:02:41,,171.539848,-43.495186,1633.47,
7/06/18,10:02:42,,171.539848,-43.495186,1633.47,
7/06/18,10:02:43,,171.539848,-43.495186,1633.47,
7/06/18,10:02:44,,171.539848,-43.495186,1633.47,
7/06/18,10:02:45,,171.539848,-43.495186,1633.47,
7/06/18,22:02:46,,171.539848,-43.495186,1633.47,
7/06/18,22:02:47,,171.539848,-43.495186,1633.47,
7/06/18,22:02:48,,171.539848,-43.495186,1633.47,
7/06/18,22:02:49,,171.539848,-43.495186,1633.47,
7/06/18,22:02:50,,171.539848,-43.495186,1633.47,
7/06/18,22:02:51,,171.539848,-43.495186,1633.47,
7/06/18,22:02:52,,171.539848,-43.495186,1633.47,
7/06/18,22:02:53,,171.539878,-43.495179,1631.97,
7/06/18,22:02:54,,171.539905,-43.495173,1630.17,
7/06/18,22:02:55,,171.539928,-43.495172,1628.37,
7/06/18,22:02:56,,171.539955,-43.495171,1626.97,
7/06/18,22:02:57,,171.539979,-43.495171,1625.77,
7/06/18,22:02:58,,171.540006,-43.495172,1625.37,
7/06/18,22:02:59,,171.540035,-43.495176,1624.17,
7/06/18,22:03:00,,171.540056,-43.495183,1622.57,
7/06/18,22:03:01,,171.540075,-43.49519,1621.27,
7/06/18,22:03:02,,171.540091,-43.495197,1620.27,
7/06/18,22:03:03,,171.540098,-43.495205,1618.87,
7/06/18,22:03:04,,171.540105,-43.49521,1617.57,
7/06/18,22:03:05,,171.540105,-43.49521,1617.57,
